"pn",Hospital name,Street address,City,State,"Zip code","Hospital system or, if independent, IPPS/CAH","Is_hospital_a_critical_access_hospital","Hospital Compare 5-star rating (October 2018, NA=Not Available)","Number of outpatient services","Total private allowed amount for outpatient services ($ millions)","Simulated Medicare allowed amount for outpatient services ($ millions)","Relative price for outpatient services","Standardized price per outpatient service","Number of inpatient stays","Total private allowed amount for inpatient services ($ millions)","Simulated Medicare allowed amount for inpatient services ($ millions)","Relative price for inpatient services","Standardized price per inpatient stay","Total private allowed amount for inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for inpatient and outpatient services ($ millions)","Relative price for professional inpatient and outpatient services","Relative price for inpatient facility services","Relative_price_for_outpatient_facility_services","Relative price for inpatient and outpatient services","Total private allowed amount for facility inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for facility inpatient and outpatient services ($ millions)","Total private allowed amount for professional inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for professional inpatient and outpatient services ($ millions)"
490077,"Sentara Martha Jefferson
Hospital","500 Martha Jefferson
Drive",Charlottesville,VA,22911,Sentara Healthcare,N,4,157,.26,.11,235% ,$219.63,11,.25,.10,240% ,"$16,873",.51,.21,108% ,274%,269%,238% ,.46,.17,.05,.04
490079,"Memorial Hospital Of
Martinsville",320 Hospital Drive,Martinsville,VA,24112,Lifepoint Health,N,NA,91,.19,.07,287% ,$251.75,12,.25,.10,246% ,"$15,166",.44,.17,127% ,256%,335% ,262% ,.41,.15,.03,.02
490084,"Riverside Tappahannock
Hospital",618 Hospital Road,Tappahannock,VA,22560,"Riverside Health
System",N,3,45,.07,.04,170% ,$141.09,,,,,,,,,,199% ,,,,,
490088,Bedford Memorial Hospital,1613 Oakwood Street,Bedford,VA,24523,Centra Health,N,3,28,.05,.02,290% ,$268.26,,,,,,,,,,349%,,,,,
490089,"Carilion Franklin Memorial
Hospital",180 Floyd Avenue,Rocky Mount,VA,24151,Carilion Clinic,N,4,71,.13,.04,339% ,$320.03,,,,,,,,,,419%,,,,,
490090,Southside Community Hospital,800 Oak Street,Farmville,VA,23901,Centra Health,N,5,71,.13,.06,232% ,$224.36,,,,,,,,,,263% ,,,,,
490092,"Southampton Memorial
Hospital","100 Fairview Drive - Po
Box 817",Franklin,VA,23851,"Community Health
Systems",N,2,15,.02,.01,224% ,$198.13,,,,,,,,,,251%,,,,,
490093,Sentara Careplex Hospital,3000 Coliseum Drive,Hampton,VA,23666,Sentara Healthcare,N,3,225,.35,.13,266% ,$262.46,,,,,,,,,,319%,,,,,
490094,Richmond Community Hospital,1500 N. 28th Street,Richmond,VA,23223,"Bon Secours Health
System",N,4,41,.08,.02,361% ,$313.48,,,,,,,,,,445%,,,,,
490097,"Southern Virginia Regional
Med. Ctr.",727 North Main Street,Emporia,VA,23847,"Community Health
Systems",N,3,15,.02,.01,253% ,$242.16,,,,,,,,,,296%,,,,,
490098,Community Memorial Hospital,"1755 North
Mecklenburg Avenue",South Hill,VA,23970,VCU Health System,N,3,55,.15,.06,271% ,$245.59,,,,,,,,,,317%,,,,,
490101,Inova Fair Oaks Hospital,"3600 Joseph Siewick
Drive",Fairfax,VA,22033,Inova Health System,N,5,72,.18,.14,131% ,$125.99,,,,,,,,,,138%,,,,,
490107,Reston Hospital,"1850 Town Center
Parkway",Reston,VA,20190,HCA Healthcare,N,3,94,.27,.09,302% ,$321.37,13,.34,.12,286% ,"$22,468",.61,.21,106% ,352%,368%,293% ,.55,.15,.06,.05
490110,"Lewisgale Hospital -
Montgomery",3700 South Main Street,Blacksburg,VA,24060,HCA Healthcare,N,3,152,.33,.13,252% ,$221.87,,,,,,,,,,286%,,,,,
490111,"Wythe County Community
Hospital",600 West Ridge Road,Wytheville,VA,24382,Lifepoint Health,N,2,125,.18,.08,219% ,$200.12,,,,,,,,,,248%,,,,,
490112,Cjw Medical Center,7101 Jahnke Road,Richmond,VA,23235,HCA Healthcare,N,2,423,1.19,.44,267% ,$246.73,35,.83,.29,282% ,"$21,354",2.02,.74,125% ,320%,308%,273% ,1.82,.58,.20,.16
490113,"Sentara Northern Virginia Med
Ctr",2300 Opitz Boulevard,Woodbridge,VA,22191,Sentara Healthcare,N,3,68,.14,.06,215% ,$186.84,,,,,,,,,,226%,,,,,
490114,Lonesome Pine Hospital,"1990 Holton Avenue
East",Big Stone Gap,VA,24219,Ballad Health,N,3,931,1.82,.78,235% ,$196.71,126,2.12,.96,221% ,"$23,482",3.94,1.73,155% ,241%,254%,228% ,3.39,1.37,.56,.36
490115,Twin County Regional Hospital,200 Hospital Drive,Galax,VA,24333,Lifepoint Health,N,3,19,.02,.01,232% ,$238.14,,,,,,,,,,262%,,,,,
490116,Lewisgale Hospital-Pulaski,2400 Lee Highway,Pulaski,VA,24301,HCA Healthcare,N,2,15,.02,.01,289% ,$264.48,,,,,,,,,,336%,,,,,
490118,Henrico Doctors Hospital,1602 Skipwith Road,Richmond,VA,23229,HCA Healthcare,N,4,537,1.33,.55,242% ,$216.91,88,2.39,.75,320% ,"$27,638",3.73,1.30,130% ,378%,274%,287% ,3.34,1.00,.39,.30
490119,"Sentara Princess Anne
Hospital","2025 Glenn Mitchell
Drive",Virginia Beach,VA,23456,Sentara Healthcare,N,5,227,.50,.18,278% ,$261.62,21,.43,.15,291% ,"$20,543",.93,.33,151% ,315%,319%,284% ,.83,.26,.10,.07
490120,Chesapeake General Hospital,"736 Battlefield Blvd,
North",Chesapeake,VA,23320,"Chesapeake Regional
Medical Cente",N,3,194,.43,.20,218% ,$205.79,20,.42,.19,220% ,"$16,816",.84,.38,115% ,256%,252%,219% ,.73,.29,.11,.10
490122,Inova Mount Vernon Hospital,2501 Parkers Lane,Alexandria,VA,22306,Inova Health System,N,5,55,.09,.03,319% ,$352.17,,,,,,,,,,395%,,,,,
490126,Lewisgalehospital - Alleghany,"One Arh Lane - Po Box
7",Low Moor,VA,24457,HCA Healthcare,N,3,16,.03,.01,362% ,$366.71,,,,,,,,,,427%,,,,,
490127,Buchanan General Hospital,1535 Slate Creek Road,Grundy,VA,24614,Independent (IPPS),N,4,29,.04,.02,192% ,$174.38,,,,,,,,,,221%,,,,,
490130,Riverside Walter Reed,7519 Hospital Road,Gloucester,VA,23061,"Riverside Health
System",N,3,66,.10,.04,267% ,$247.31,,,,,,,,,,309%,,,,,
490136,St. Francis Medical Center,"13710 St Francis
Boulevard",Midlothian,VA,23114,"Bon Secours Health
System",N,3,161,.42,.14,293% ,$237.63,19,.44,.19,229% ,"$20,813",.86,.34,110% ,274%,354%,256% ,.77,.25,.10,.09
490140,Stafford Hospital,"101 Hospital Center
Boulevard",Stafford,VA,22554,"Mary Washington
Healthcare",N,3,31,.09,.03,288% ,$267.15,,,,,,,,,,318%,,,,,
490141,"Spotsylvania Regional Medical
Center","4600 Spotsylvania
Parkway",Fredericksburg,VA,22408,HCA Healthcare,N,3,66,.14,.06,244% ,$261.69,,,,,,,,,,291%,,,,,
490143,"Riverside Doctors Hospital
Williamsburg","1500 Commonwealth
Avenue",Williamsburg,VA,23185,"Riverside Health
System",N,4,58,.14,.05,285% ,$261.41,,,,,,,,,,318%,,,,,
490144,"Novant Hlth Haymarket
Medical Center","15225 Healthcote
Boulevard",Haymarket,VA,20169,Novant Health,N,4,39,.07,.03,230% ,$221.71,,,,,,,,,,257%,,,,,
491304,"Carilion Stonewall Jackson
Hospital",1 Health Circle,Lexington,VA,24450,Carilion Clinic,Y,4,62,.09,.04,241% ,$333.65,,,,,,,,,,272%,,,,,
491307,Page Memorial Hospital,200 Memorial Drive,Luray,VA,22835,Valley Health System,Y,4,13,.02,.01,172% ,$209.28,,,,,,,,,,182%,,,,,
500001,"Uw Medicine/Northwest
Hospital",1550 North 115th Street,Seattle,WA,98133,UW Medicine,N,4,139,.36,.14,250% ,$261.27,13,.22,.14,162% ,"$14,423",.57,.28,126% ,175% ,281%,207% ,.50,.22,.07,.06
500002,Prov St Mary Medical Center,401 W Poplar St,Walla Walla,WA,99362,"Providence Saint
Joseph Health",N,5,39,.07,.02,313% ,$334.27,,,,,,,,,,356%,,,,,
500003,"Phd#1  Dba Skagit Valley
Hospital",1415 Kincaid Street,Mount Vernon,WA,98274,"Skagit Regional
Health",N,1,164,.53,.14,373% ,$355.56,,,,,,,,,,417%,,,,,
500005,Virginia Mason Medical Center,925 Seneca St,Seattle,WA,98101,"Virginia Mason Health
System",N,4,262,.85,.36,234% ,$268.71,21,.81,.32,251% ,"$24,872",1.66,.69,173% ,264%,247%,242% ,1.47,.58,.19,.11
500007,Island Hospital,1211  24th Street,Anacortes,WA,98221,Island Hospital,N,4,97,.17,.09,188% ,$190.36,,,,,,,,,,199%,,,,,
500008,"University Of Washington Med
Ctr","1959 Ne Pacific St  Box
356151",Seattle,WA,98195,UW Medicine,N,4,590,1.97,.71,280% ,$291.96,69,2.79,1.26,221% ,"$30,111",4.76,1.97,145% ,227%,319%,242% ,4.38,1.70,.39,.27
500011,Highline Medical Center,"16251 Sylvester Road
Sw",Burien,WA,98166,"Catholic Health
Initiatives",N,2,117,.26,.11,245% ,$263.23,,,,,,,,,,270%,,,,,
500014,Prov Regl Med Center Everett,1321 Colby Avenue,Everett,WA,98201,"Providence Saint
Joseph Health",N,2,318,.93,.36,260% ,$294.45,48,1.34,.47,286% ,"$25,266",2.27,.83,144% ,307%,302%,275% ,2.05,.67,.23,.16
500015,"Multicare Auburn Medical
Center","202 North Division
Street Plaza One",Auburn,WA,98001,"Multicare Health
System",N,2,136,.58,.15,396% ,$393.44,,,,,,,,,,440%,,,,,
500016,Central Washington Hospital,1201 South Miller Street,Wenatchee,WA,98807,Confluence Health,N,4,91,.32,.10,309% ,$333.74,23,.57,.23,250% ,"$20,027",.89,.33,172% ,264%,342%,268% ,.80,.28,.09,.05
500019,Providence Centralia Hospital,914 S Scheuber Road,Centralia,WA,98531,"Providence Saint
Joseph Health",N,3,162,.49,.13,383% ,$428.94,,,,,,,,,,444% ,,,,,
500021,St Clare Hospital,"11315 Bridgeport Way
S W",Lakewood,WA,98499,"Catholic Health
Initiatives",N,1,86,.37,.13,275% ,$291.53,,,,,,,,,,292%,,,,,
500024,Providence St. Peter Hospital,413 Lilly Road Ne,Olympia,WA,98506,"Providence Saint
Joseph Health",N,3,180,.59,.21,287% ,$308.46,22,.70,.23,301% ,"$26,075",1.29,.44,148% ,332%,314%,295% ,1.18,.37,.11,.07
500025,"Swedish Medical Center Cherry
Hill",500 17th Avenue,Seattle,WA,98122,"Providence Saint
Joseph Health",N,4,107,.43,.15,291% ,$311.66,14,1.47,.52,282% ,"$36,634",1.90,.67,170% ,292%,310%,284% ,1.80,.61,.10,.06
500026,Swedish Edmonds,"21601 76th Avenue
West",Edmonds,WA,98026,"Providence Saint
Joseph Health",N,2,111,.29,.12,231% ,$225.23,,,,,,,,,,243%,,,,,
500027,Swedish Medical Center,747 Broadway,Seattle,WA,98122,"Providence Saint
Joseph Health",N,5,417,1.29,.45,285% ,$298.50,58,2.14,.67,321% ,"$30,224",3.44,1.12,170% ,347%,316%,307% ,3.10,.93,.33,.19
500030,St. Joseph Medical Center,"2901 Squalicum
Parkway",Bellingham,WA,98225,Peacehealth,N,4,274,1.80,.48,377% ,$445.39,76,2.10,.81,260% ,"$24,357",3.90,1.28,146% ,275%,418%,303% ,3.66,1.12,.24,.16
500031,"Grays Harbor Community
Hospital",915 Anderson Drive,Aberdeen,WA,98520,Independent (IPPS),N,2,41,.05,.03,185% ,$208.68,,,,,,,,,,187% ,,,,,
500033,Samaritan Hospital,801 East Wheeler Road,Moses Lake,WA,98837,Independent (IPPS),N,3,11,.03,.01,287% ,$298.34,,,,,,,,,,313%,,,,,
500036,"Yakima Valley Memorial
Hospital",2811 Tieton Drive,Yakima,WA,98902,"Virginia Mason Health
System",N,4,248,.32,.17,190% ,$196.29,11,.31,.20,153% ,"$11,882",.63,.37,121% ,158% ,215%,170% ,.54,.30,.09,.07
500039,Harrison Medical Center,2520 Cherry Avenue,Bremerton,WA,98310,"Catholic Health
Initiatives",N,3,339,.86,.29,293% ,$308.81,14,.82,.26,317% ,"$34,091",1.68,.55,140% ,333%,332%,304% ,1.57,.47,.11,.08
500041,St. John Medical Center,1615 Delaware Street,Longview,WA,98632,Peacehealth,N,2,127,.42,.13,318% ,$343.46,,,,,,,,,,345% ,,,,,
500044,Multicare Deaconess Hospital,W 800 Fifth Avenue,Spokane,WA,99210,"Multicare Health
System",N,3,131,.46,.20,228% ,$226.68,27,.64,.28,228% ,"$19,760",1.10,.48,166% ,238%,244%,228% ,.96,.40,.13,.08
500049,Walla Walla General Hospital,1025 S Second Ave,Walla Walla,WA,99362,Adventist Health,N,NA,12,.05,.01,401% ,$382.52,,,,,,,,,,452%,,,,,
500050,"Peacehealth Southwest
Medical Center","400 Ne Mother Joseph
Place",Vancouver,WA,98668,Peacehealth,N,2,510,1.69,.74,229% ,$249.45,77,2.06,.97,213% ,"$19,890",3.75,1.70,139% ,230%,250%,220% ,3.31,1.39,.44,.32
500051,"Overlake Hospital Medical
Center",1035-116th Ave Ne,Bellevue,WA,98004,Peacehealth,N,4,224,.47,.19,248% ,$264.03,24,.32,.18,179% ,"$14,003",.79,.37,147% ,191% ,271%,215% ,.69,.30,.10,.07
500053,Kennewick General Hospital,"900 South Auburn
Street",Kennewick,WA,99336,Trios Health,N,2,77,.12,.06,192% ,$196.65,,,,,,,,,,212%,,,,,
500054,"Prov Sacred Heart Medical
Center",101 West 8th Avenue,Spokane,WA,99204,"Providence Saint
Joseph Health",N,4,236,.82,.38,217% ,$210.19,51,1.79,.71,253% ,"$26,184",2.61,1.08,139% ,275%,227%,241% ,2.38,.92,.23,.16
500058,"Kadlec Regional Medical
Center",888 Swift Blvd,Richland,WA,99352,"Providence Saint
Joseph Health",N,4,434,.81,.35,235% ,$250.37,50,1.17,.47,251% ,"$23,930",1.98,.81,139% ,273%,257%,244% ,1.77,.66,.20,.15
500060,Cascade Valley Hospital,"330 S Stillaguamish
Ave",Arlington,WA,98223,"Skagit Regional
Health",N,3,35,.12,.04,326% ,$342.16,,,,,,,,,,383%,,,,,
500064,Harborview Medical Center,325 9th Avenue,Seattle,WA,98104,UW Medicine,N,3,178,.48,.16,301% ,$342.30,23,1.49,.47,316% ,"$48,749",1.98,.63,153% ,330%,362%,312% ,1.85,.55,.13,.09
500072,Olympic Medical Center,939 Caroline St,Port Angeles,WA,98362,"Olympic Medical
Center",N,3,286,.51,.19,272% ,$278.59,,,,,,,,,,304%,,,,,
500077,"Providence Holy Family
Hospital",5633 North Lidgerwood,Spokane,WA,99208,"Providence Saint
Joseph Health",N,3,113,.43,.19,223% ,$239.72,14,.41,.17,240% ,"$19,794",.85,.37,148% ,261%,249%,231% ,.72,.28,.12,.08
500079,Good Samaritan Hospital,401 15th Avenue Se,Puyallup,WA,98372,"Multicare Health
System",N,2,319,1.60,.45,358% ,$386.92,61,1.32,.44,302% ,"$25,162",2.91,.88,163% ,325%,409%,330% ,2.66,.73,.25,.15
500084,Evergreen Health Monroe,14701 179th Se,Monroe,WA,98272,Peacehealth,N,2,37,.09,.03,295% ,$307.85,,,,,,,,,,329%,,,,,
500088,Valley Medical Center,400 S 43rd St,Renton,WA,98055,UW Medicine,N,4,343,.70,.28,249% ,$257.88,21,.50,.24,207% ,"$17,963",1.20,.52,137% ,218%,279%,230% ,1.07,.43,.13,.09
500108,St Joseph Medical Center,1717 South J Street,Tacoma,WA,98405,"Catholic Health
Initiatives",N,2,197,1.12,.48,231% ,$277.45,38,1.05,.33,318% ,"$27,326",2.17,.81,145% ,337% ,262%,266% ,1.94,.66,.23,.16
500119,Multicare Valley Hospital,"12606 East Mission
Avenue",Spokane,WA,99216,"Multicare Health
System",N,5,138,.45,.20,230% ,$235.92,,,,,,,,,,248%,,,,,
500124,Evergreen Healthcare,12040 Ne 128th Street,Kirkland,WA,98034,Peacehealth,N,5,323,.72,.36,200% ,$216.74,20,.28,.17,165% ,"$14,485",1.00,.53,144% ,178%,213%,189% ,.83,.41,.17,.12
500129,"Tacoma General Allenmore
Hospital",315 S Mlk Jr Way,Tacoma,WA,98405,"Multicare Health
System",N,2,604,2.17,.58,372% ,$410.54,49,1.31,.46,285% ,"$25,568",3.48,1.04,172% ,297% ,430%,334% ,3.18,.87,.29,.17
500139,Capital Medical Center,3900 Capital Mall Dr Sw,Olympia,WA,98502,Lifepoint Health,N,3,64,.11,.06,193% ,$212.48,,,,,,,,,,205%,,,,,
500141,St Francis Hospital,"34515 9th Avenue
South",Federal Way,WA,98003,"Catholic Health
Initiatives",N,2,267,.63,.26,244% ,$259.48,15,.40,.16,248% ,"$24,396",1.03,.42,135% ,304% ,274%,246% ,.88,.31,.15,.11
500148,Wenatchee Valley Hospital,"820 North Chelan
Avenue",Wenatchee,WA,98801,Confluence Health,N,NA,13,.05,.03,162% ,$146.68,,,,,,,,,,151%,,,,,
500150,Legacy Salmon Creek Hospital,2211 Ne 139th Street,Vancouver,WA,98686,Legacy Health,N,5,439,1.48,.57,260% ,$285.61,53,1.11,.55,204% ,"$17,624",2.59,1.11,163% ,214%,288% ,233% ,2.24,.90,.35,.22
500151,St Anthony Hospital,"11567 Canterwood
Boulevard Nw",Gig Harbor,WA,98332,"Catholic Health
Initiatives",N,4,146,.46,.19,245% ,$293.31,13,.40,.14,288% ,"$23,246",.86,.33,126% ,322%,287%,263% ,.77,.25,.09,.07
500152,Swedish Issaquah,751 Ne Blakely Dr,Issaquah,WA,98029,"Providence Saint
Joseph Health",N,4,171,.31,.15,214% ,$234.32,13,.52,.33,159% ,"$24,589",.83,.47,103% ,182%,231%,176% ,.73,.37,.10,.10
501309,"Providence St Josephs
Hospital",500 East Webster,Chewelah,WA,99109,"Providence Saint
Joseph Health",Y,3,14,.04,.01,283% ,$555.31,,,,,,,,,,286%,,,,,
501310,Newport Community Hospital,714 West Pine Street,Newport,WA,99156,Independent (CAH),Y,3,25,.04,.02,179% ,$279.74,,,,,,,,,,187%,,,,,
501314,Ocean Beach Hospital,174 First Avenue North,Ilwaco,WA,98624,Independent (CAH),Y,NA,21,.06,.03,184% ,$417.54,,,,,,,,,,188%,,,,,
501319,Morton General Hospital,521 Adams Street,Morton,WA,98356,"Providence Saint
Joseph Health",Y,NA,12,.03,.01,195% ,$434.43,,,,,,,,,,199%,,,,,
501323,Jefferson General Hospital,834 Sheridan Street,Port Townsend,WA,98368,Independent (CAH),Y,5,134,.41,.17,249% ,$430.26,,,,,,,,,,260% ,,,,,
501326,"Providence Mount Carmel
Hospital",982 East Columbia,Colville,WA,99114,"Providence Saint
Joseph Health",Y,3,23,.08,.03,267% ,$403.28,,,,,,,,,,275%,,,,,
501328,Mid-Valley Hospital,810 Jasmine Street,Omak,WA,98841,Independent (CAH),Y,2,20,.02,.02,139% ,$315.80,,,,,,,,,,143% ,,,,,
501329,United General Medical Center,2000 Hospital Drive,Sedro Woolley,WA,98284,Peacehealth,Y,4,21,.06,.03,174% ,$423.44,,,,,,,,,,164% ,,,,,
501330,Astria Sunnyside Hospital,1016 Tacoma Avenue,Sunnyside,WA,98944,Astria Health System,Y,2,23,.16,.05,332% ,$526.85,,,,,,,,,,355%,,,,,
501331,Pullman Regional Hospital,835 S Bishop Blvd,Pullman,WA,99163,Independent (CAH),Y,4,83,.12,.07,165% ,$275.88,,,,,,,,,,167%,,,,,
501332,Tri-State Memorial Hospital,1221 Highland Avenue,Clarkston,WA,99403,Independent (CAH),Y,3,28,.03,.02,181% ,$240.08,,,,,,,,,,185%,,,,,
501333,"Kittitas Valley Community
Hospital",603 South Chestnut,Ellensburg,WA,98926,Independent (CAH),Y,4,153,.27,.12,219% ,$374.53,,,,,,,,,,233%,,,,,
501335,"Enumclaw Regional Hospital
Dba Seh",1450 Battersby Avenue,Enumclaw,WA,98022,"Catholic Health
Initiatives",Y,4,84,.25,.11,230% ,$295.39,,,,,,,,,,245%,,,,,
501336,Mason General Hospital,901 Mt View Drive,Shelton,WA,98584,Peacehealth,Y,3,80,.16,.07,244% ,$442.91,,,,,,,,,,256%,,,,,
501337,Lourdes Medical Center,520 N Fourth Avenue,Pasco,WA,99301,Lifepoint Health,Y,3,32,.09,.07,137% ,$164.74,,,,,,,,,,140%,,,,,
501338,Snoqualmie Valley Hospital,9801 Frontier Ave Se,Snoqualmie,WA,98065,Independent (CAH),Y,NA,11,.01,.02,80% ,$344.69,,,,,,,,,,76%,,,,,
501339,Whidbey General Hospital,101 North Main Street,Coupeville,WA,98239,Independent (CAH),Y,2,74,.14,.06,242% ,$388.44,,,,,,,,,,258%,,,,,
501340,Peace Island Medical Center,1117 Spring Street,Friday Harbor,WA,98250,Peacehealth,Y,3,31,.05,.05,100% ,$387.00,,,,,,,,,,93%,,,,,
510001,"West Virginia University
Hospitals",Medical Center Drive,Morgantown,WV,26506,"West Virginia United
Health Syste",N,2,520,.93,.32,289% ,$261.17,40,1.16,.60,193% ,"$17,733",2.10,.92,152% ,199%,330%,227% ,1.88,.78,.22,.14
510002,"Greenbrier Valley Medical
Center","1320 Maplewood
Avenue",Ronceverte,WV,24970,"Community Health
Systems",N,4,33,.10,.03,331% ,$406.75,,,,,,,,,,480%,,,,,
510006,United Hospital Center,327 Medical Park Drive,Bridgeport,WV,26330,"West Virginia United
Health Syste",N,4,120,.20,.06,334% ,$293.80,,,,,,,,,,370%,,,,,
510007,St. Marys Medical Center  Inc.,2900 1st Avenue,Huntington,WV,25702,"Cabell Huntington
Hospital",N,4,619,2.80,.73,383% ,$330.19,48,2.71,.86,314% ,"$27,330",5.51,1.59,170% ,332%,432%,346% ,5.13,1.37,.38,.22
510008,City Hospital Inc.,2500 Hospital Drive,Martinsburg,WV,25401,"West Virginia United
Health Syste",N,3,105,.23,.08,276% ,$265.10,,,,,,,,,,329%,,,,,
510013,Reynolds Memorial Hospital,800 Wheeling Ave,Glen Dale,WV,26038,"West Virginia United
Health Syste",N,2,18,.02,.01,284% ,$269.19,,,,,,,,,,355%,,,,,
510022,"Charleston Area Medical
Center  Inc.",501 Morris Street,Charleston,WV,25301,CAMC Health System,N,2,192,.82,.19,438% ,$374.84,20,.65,.19,342% ,"$25,101",1.47,.38,152% ,371%,503% ,390% ,1.38,.32,.09,.06
510023,Weirton Medical Center,601 Colliers Way,Weirton,WV,26062,Independent (IPPS),N,3,91,.15,.04,349% ,$306.06,,,,,,,,,,424%,,,,,
510024,Monongalia General Hospital,1200 Jd Anderson Drive,Morgantown,WV,26505,Mon Health,N,3,128,.31,.10,311% ,$292.11,,,,,,,,,,380% ,,,,,
510029,Thomas Memorial Hospital,"4605 Maccorkle Avenue
Sw","South
Charleston",WV,25309,"Thomas Health
System",N,3,89,.29,.08,337% ,$308.99,,,,,,,,,,395%,,,,,
510030,Davis Memorial Hospital,812 Gorman Avenue,Elkins,WV,26241,Davis Health System,N,2,29,.06,.02,289% ,$236.34,,,,,,,,,,310%,,,,,
510031,St Francis Hospital,333 Laidley St,Charleston,WV,25301,"Thomas Health
System",N,3,58,.15,.05,286% ,$222.67,,,,,,,,,,323%,,,,,
510038,"Stonewall Jackson Memorial
Hospital",230 Hospital Plaza,Weston,WV,26452,Mon Health,N,3,30,.08,.02,433% ,$433.70,,,,,,,,,,564% ,,,,,
510039,Ohio Valley General Hospital,2000 Eoff Street,Wheeling,WV,26003,"Alecto Healthcare
Services",N,1,11,.01,.00,276% ,$250.31,,,,,,,,,,339% ,,,,,
510046,Princeton Community Hospital,122 12th Street,Princeton,WV,24740,Independent (IPPS),N,2,90,.20,.06,356% ,$290.07,,,,,,,,,,408%,,,,,
510047,"Fairmont Regional Medical
Center",1325 Locust Avenue,Fairmont,WV,26554,"Alecto Healthcare
Services",N,2,14,.03,.01,407% ,$403.65,,,,,,,,,,509%,,,,,
510048,Logan Regional Medical Center,20 Hospital Drive,Logan,WV,25601,Lifepoint Health,N,4,17,.08,.02,451% ,$378.43,,,,,,,,,,540%,,,,,
510050,Wheeling Hospital,1 Medical Park,Wheeling,WV,26003,Wheeling Hospital,N,1,184,.30,.10,290% ,$275.73,16,.32,.16,201% ,"$15,526",.61,.26,134% ,222%,339%,237% ,.53,.20,.08,.06
510055,Cabell Huntington Hospital,"1340 Hal Greer
Boulevard",Huntington,WV,25701,"Cabell Huntington
Hospital",N,3,1242,5.93,1.33,447% ,$381.71,109,4.10,1.29,319% ,"$29,148",10.03,2.61,173% ,331%,512%,384% ,9.39,2.25,.63,.37
510058,"Camden-Clark Memorial
Hospital",800 Garfield Ave,Parkersburg,WV,26101,"West Virginia United
Health Syste",N,2,40,.07,.02,409% ,$325.44,,,,,,,,,,468%,,,,,
510062,Beckley Arh,306 Stanaford Road,Beckley,WV,25801,"Appalachian Regional
Healthcare",N,2,45,.17,.06,293% ,$237.38,,,,,,,,,,331%,,,,,
510070,Raleigh General Hospital,1710 Harper Road,Beckley,WV,25801,Lifepoint Health,N,2,43,.16,.04,410% ,$348.64,,,,,,,,,,478%,,,,,
510071,"Bluefield Regional Medical
Center",500 Cherry St,Bluefield,WV,24701,"Community Health
Systems",N,3,18,.04,.01,430% ,$381.01,,,,,,,,,,476% ,,,,,
510077,Williamson Memorial Hospital,859 Alderson Street,Williamson,WV,25661,"Community Health
Systems",N,4,28,.05,.01,477% ,$476.16,,,,,,,,,,636%,,,,,
510082,"Summersville Regional Med
Center","400 Fairview Heights
Road",Summersville,WV,26651,QHR,N,2,20,.03,.01,236% ,$210.70,,,,,,,,,,254%,,,,,
510091,Charleston Surgical Hospital,"1306 Kanawha
Boulevard East",Charleston,WV,25301,Independent (IPPS),N,NA,20,.08,.04,205% ,$166.56,,,,,,,,,,218%,,,,,
511310,Summers County Arh,"115 Summers Hospital
Road",Hinton,WV,25951,"Appalachian Regional
Healthcare",Y,NA,12,.02,.01,298% ,$596.10,,,,,,,,,,310%,,,,,
511312,Preston Memorial Hospital,150 Memorial Drive,Kingwood,WV,26537,Mon Health,Y,4,12,.01,.01,100% ,$153.41,,,,,,,,,,93%,,,,,
511317,Plateau Medical Center,"430 Main Street, West",Oak Hill,WV,25901,"Community Health
Systems",Y,4,18,.06,.02,374% ,$374.44,,,,,,,,,,461%,,,,,
511321,"St. Josephs Hospital Of
Buckhannon",1 Amalia Drive,Buckhannon,WV,26201,"West Virginia United
Health Syste",Y,3,23,.02,.01,186% ,$310.32,,,,,,,,,,191%,,,,,
520002,"Ascension St. Michaels
Hospital",900 Illinois Ave,Stevens Point,WI,54481,Ascension Health,N,5,236,.66,.17,386% ,$394.26,22,.42,.20,206% ,"$14,683",1.08,.37,334% ,197%,377%,289% ,.84,.30,.24,.07
520004,"Mchs Franciscan Healthcare
Inc","700 West Avenue
South",La Crosse,WI,54601,Mayo Clinic,N,5,608,3.37,.66,510% ,$491.65,66,1.88,.49,387% ,"$38,063",5.25,1.15,679% ,361%,443%,458% ,3.82,.94,1.42,.21
520008,Waukesha Memorial Hospital,725 American Ave,Waukesha,WI,53188,Prohealth Care,N,5,2714,8.05,2.46,328% ,$310.41,313,6.32,2.52,251% ,"$20,526",14.38,4.97,238% ,260% ,347% ,289% ,12.11,4.02,2.27,.95
520009,"Ascension Ne Wisconsin-St.
Elizabeth",1506 S Oneida St,Appleton,WI,54915,Ascension Health,N,4,221,.70,.25,281% ,$262.31,21,.65,.25,259% ,"$30,170",1.35,.50,416% ,206%,270%,270% ,.96,.41,.39,.09
520011,Lakeview Medical Center,1700 West Stout Street,Rice Lake,WI,54868,Marshfield Clinic,N,4,12,.03,.01,476% ,$482.73,,,,,,,,,,435%,,,,,
520013,Sacred Heart Hospital,900 W Clairemont Ave,Eau Claire,WI,54701,"Hospital Sisters
Health System",N,4,178,.70,.15,468% ,$461.61,45,1.24,.39,317% ,"$24,524",1.94,.54,452% ,300%,471%,359% ,1.59,.46,.35,.08
